Geneid	Control_1	Control_2	Treated_1	Treated_2
NM_141996.3	2	7	19	34
NM_001104295.3	0	2	4	0
NM_080203.2	2	8	38	37
NM_079613.3	96	45	99	129
NM_141997.2	96	65	16	20
NM_001104296.2	0	0	1	2
NM_001382016.1	2	1	3	3
NM_001300380.1	0	0	1	0
NM_079615.4	10	10	191	162
NM_141999.3	87	134	178	226
NM_142000.3	82	116	689	728
NM_079617.3	12	12	78	92
NM_001104300.2	0	0	0	2
NM_142007.3	14	18	14	26
NM_169497.2	0	0	0	3
NM_057605.5	4	8	56	22
NM_001275602.1	1	1	2	4
NM_169498.3	14	6	52	37
NM_079618.4	2	1	0	2
NM_169499.2	15	37	170	153
NM_169500.2	90	152	663	684
NM_142013.3	0	2	4	4
NM_142016.3	1	0	2	0
NM_169503.3	0	0	6	0
NM_169504.3	24	15	8	16
NM_142019.3	2	1	1	2
NM_001275603.2	0	0	2	5
NM_169506.2	0	0	2	0
NM_169505.2	0	0	12	7
NM_169507.3	0	0	131	162
NM_001202286.1	0	0	12	28
NM_079619.4	1	3	22	19
NM_169510.3	11	32	156	146
NM_001300384.1	1	3	12	22
NR_074008.1	12	40	4	6
NM_169517.2	0	0	12	10
NM_142026.3	1	7	62	64
NM_169519.2	0	1	18	19
NM_169520.2	0	0	4	1
NM_169521.2	0	1	2	1
NM_142027.4	24	40	372	370
NM_142030.4	506	806	1873	1836
NM_001038962.3	6	6	68	64
NM_142031.4	0	2	0	0
NM_142032.3	88	249	127	151
NM_079620.3	491	632	567	533
NM_142033.2	2	4	6	3
NR_125155.1	3	4	4	2
NM_001300385.1	4	5	14	7
NM_169525.2	0	0	0	1
NM_001144574.2	0	0	0	1
NR_163205.1	0	0	1	0
NM_169526.3	6	14	278	249
NM_142038.2	0	0	1	0
NM_001300386.1	0	0	0	2
NM_001275608.1	1	15	8	5
NM_142040.2	0	4	0	0
NM_001260159.2	6	7	76	74
NM_206481.2	2	7	45	28
NM_169529.3	542	743	5908	5982
NM_169532.2	5	4	79	57
NM_169533.2	87	115	630	621
NM_057458.5	0	4	7	4
NM_176491.3	0	0	1	1
NM_176490.3	0	0	0	2
NM_142044.4	101	116	391	396
NM_001170135.2	0	0	0	2
NM_001275613.1	0	3	6	7
NM_142046.2	0	0	4	0
NM_169549.2	0	0	2	1
NM_142047.4	37	40	342	380
NM_142048.2	0	0	12	10
NM_142050.3	0	0	0	1
NM_079621.3	2	6	15	13
NM_142051.3	11	12	28	26
NM_169551.4	3	14	77	68
NM_001104305.3	4	25	249	223
NM_001104306.3	0	0	9	13
NM_142053.2	0	0	21	16
NM_001275623.1	0	0	5	5
NM_142056.3	102	102	112	130
NM_142057.3	197	276	191	213
NM_001275624.1	0	1	1	0
NM_001275625.1	5	8	2	1
NM_001275626.1	6	4	0	2
NM_142060.4	18	12	170	132
NM_169557.2	0	0	1	0
NR_074010.1	0	0	2	0
NM_079622.4	1	3	0	1
NM_001300390.1	1	3	18	29
NM_080086.2	4	2	12	12
NM_169560.2	10	2	8	12
NM_169562.2	10	30	663	630
NM_169563.2	10	10	20	24
NM_169564.2	2	0	3	2
NM_142069.4	1	0	13	8
NM_142068.2	11	8	5	1
NM_169566.2	11	20	60	72
NR_163214.1	0	0	1	0
NM_142070.3	4	10	0	9
NM_142071.3	113	155	872	846
NM_142073.5	3	1	20	39
NM_206483.3	0	2	8	19
NM_142074.4	0	2	1	1
NM_169568.3	3	10	12	9
NM_001104314.2	1	2	4	0
NM_001260160.1	0	0	2	0
NM_206486.3	0	0	4	4
NM_001260162.1	0	0	1	1
NM_142081.4	50	79	330	284
NM_001300394.1	0	0	0	8
NM_142082.3	12	16	2	10
NM_142083.4	4	9	12	16
NM_001275633.1	67	66	0	0
NM_001347772.1	9	28	0	2
NM_001260163.1	0	0	4	2
NM_142086.4	0	0	12	13
NM_142087.3	0	0	72	60
NM_176500.4	0	0	8	3
NM_206487.2	24	85	789	806
NM_142088.4	0	0	75	94
NM_142089.4	0	0	4	0
NM_001316577.1	1	0	9	7
NM_142090.2	0	0	1	0
NM_001316578.1	0	0	0	2
NM_001260165.2	0	0	0	2
NM_169573.3	1	4	37	34
NM_001260166.2	0	0	1	0
NM_142096.3	3	0	14	6
NM_001260169.2	0	0	0	1
NM_001300397.1	2	1	9	18
NM_169576.3	350	711	366	396
NM_079626.3	4	2	2	2
NM_169577.3	2	2	26	29
NM_001260173.2	2	3	23	40
NM_001370051.1	0	0	2	0
NM_169579.2	0	0	1	0
NM_057392.5	2	0	13	14
NM_001260174.3	9	3	56	50
NM_169580.3	2	2	9	12
NM_142100.3	0	0	1	0
NM_169581.2	6	8	29	20
NR_003895.1	0	0	1	2
NM_169583.3	0	0	1	0
NM_001104316.2	2	2	15	17
NR_074014.1	1	3	157	146
NM_001275636.1	4	2	167	154
NM_079627.3	10	6	135	157
NM_142110.5	4	2	55	70
NM_001300398.1	0	2	5	7
NM_142112.5	2	1	2	7
NM_001104320.2	0	2	10	9
NM_142111.2	0	0	4	0
NM_001104321.2	0	0	8	4
NM_142114.3	0	0	50	36
NM_169585.2	0	0	6	10
NM_142116.2	0	0	2	5
NM_169586.2	0	3	2	0
NM_142117.2	4	6	33	43
NR_074015.1	0	0	11	8
NM_057508.4	0	1	3	3
NM_169587.2	1	1	11	15
NM_001275641.1	0	0	2	0
NM_001104322.2	0	0	29	17
NM_169588.2	0	0	2	0
NM_169589.2	0	0	3	0
NM_001275642.2	0	0	1	2
NM_001275645.1	2	0	28	43
NM_169592.3	0	0	1	1
NM_079628.4	0	0	0	1
NM_142121.2	0	0	2	4
NM_169594.3	0	0	18	16
NM_001300399.1	35	47	734	823
NM_142122.4	5	7	55	32
NM_142123.3	266	274	602	550
NM_142125.4	6	11	56	49
NM_142126.2	0	0	0	2
NM_001032403.2	38	42	402	397
NM_001032404.3	2	11	152	179
NM_001300400.1	9	16	237	183
NM_001275648.1	1	1	37	29
NM_142130.3	1	0	6	13
NM_001275650.1	10	6	26	23
NM_169601.2	1	0	1	1
NM_001260178.2	4	17	76	82
NM_142132.4	3	0	15	7
NM_142131.2	0	0	0	2
NM_142133.4	92	48	2	8
NM_142134.2	0	4	0	0
NM_142135.4	0	0	1	2
NM_001260180.2	1	4	8	18
NM_001300401.1	0	0	1	0
NM_206491.3	6	6	38	35
NM_206492.3	9	17	41	46
NM_057500.4	17	19	81	73
NM_169607.2	3	17	11	18
NM_142145.4	46	62	176	151
NM_142146.3	2	4	7	6
NM_142147.4	13	28	178	212
NM_142148.4	4	6	63	51
NM_001300402.1	0	0	0	2
NM_001300403.1	0	0	15	22
NM_142157.1	0	0	2	3
NM_001300404.1	6	17	224	219
NM_142162.3	15	14	36	25
NR_125166.1	14	14	0	0
NM_142164.4	0	0	0	6
NM_169610.2	0	0	1	0
NM_142165.3	7	3	4	8
NM_169611.2	0	3	3	0
NM_001260184.1	0	1	0	2
NM_001170141.1	90	164	483	462
NM_001300405.1	0	0	4	1
NM_001300406.1	176	315	869	832
NM_001170145.2	0	0	4	1
NM_169620.2	1	0	1	3
NM_142170.3	0	0	18	14
NM_142171.4	14	18	59	101
NM_142172.3	12	29	153	165
NM_142173.2	3	8	18	16
NM_142174.3	22	26	449	379
NM_142175.3	40	64	219	219
NM_169622.3	11	8	46	61
NM_142176.3	34	33	64	77
NM_001104328.2	0	0	1	0
NM_001043247.2	20	42	319	344
NM_079632.6	136	165	1367	1339
NM_001275657.1	0	0	7	6
NM_169627.2	1	0	3	3
NM_169625.2	0	0	0	4
NM_001104330.3	0	0	4	0
NM_001275658.1	0	0	0	6
NM_079633.3	9	12	54	48
NM_142181.3	56	66	260	307
NM_079634.3	484	862	441	519
NM_142183.3	6	8	32	54
NM_169632.2	0	0	1	3
NM_079635.3	1	1	6	11
NM_142184.2	5	3	13	17
NM_001382175.1	0	0	1	0
NM_169635.3	0	4	12	6
NM_001260190.1	0	0	6	6
NM_169637.4	5	7	24	26
NM_206495.2	0	2	12	17
NM_206494.3	32	21	143	116
NM_169639.3	4	3	98	88
NM_169640.4	0	1	6	3
NM_001300407.1	0	0	12	22
NM_079637.5	0	6	4	4
NM_169645.4	3	2	5	8
NM_001275664.1	1	3	5	9
NM_169644.2	0	1	0	0
NM_142188.3	37	57	242	241
NM_001275665.1	0	0	3	0
NM_001275667.1	6	2	37	35
NM_142189.4	0	0	0	1
NM_001275668.1	0	0	3	6
NM_079639.5	22	30	105	136
NM_079640.3	32	58	511	466
NM_142190.3	70	93	955	1087
NM_142191.1	0	0	0	1
NM_001275670.1	0	0	3	8
NM_057874.5	245	337	720	795
NM_142192.4	37	70	447	418
NM_142193.4	4	6	21	34
NM_142194.3	6	7	15	45
NM_142195.2	11	34	263	247
NM_079642.3	32	36	222	188
NM_169651.4	0	0	1	0
NM_142200.4	0	0	17	11
NM_142201.3	2	0	88	76
NM_142202.3	69	128	1135	1179
NM_001300409.1	0	0	4	8
NM_169656.2	0	0	10	21
NM_169657.3	16	6	130	105
NM_079643.2	0	2	8	4
NM_169659.3	0	0	4	2
NM_206496.2	4	1	16	13
NM_142213.2	0	1	0	0
NM_079644.3	0	0	2	0
NM_142215.3	34	34	286	320
NM_169663.2	0	0	0	2
NM_142218.2	28	84	226	246
NM_169665.3	266	542	26	8
NM_142221.2	0	0	2	2
NM_001275682.1	0	0	1	1
NM_142225.3	0	2	0	0
NR_125169.1	0	1	0	0
NM_142229.4	0	0	0	1
NM_142231.2	50	54	282	304
NM_142232.2	0	0	1	2
NM_001275683.1	0	1	0	0
NM_001170153.3	1	0	2	6
NM_001275684.1	2	2	14	17
NM_142236.2	4	4	24	21
NM_142237.3	0	1	5	5
NM_001275685.1	0	0	0	4
NM_142238.3	697	1542	8274	8192
NM_001144586.2	0	0	2	0
NM_169675.3	6	9	13	12
NM_079980.4	40	83	212	199
NM_057393.4	2	2	26	14
NM_142242.3	4	0	26	17
NM_169676.2	14	29	372	438
NM_142244.2	0	0	4	8
NM_142246.3	114	144	560	571
NM_001300413.1	7	0	7	9
NM_169678.2	0	3	14	11
NM_169680.3	0	0	0	1
NM_142251.4	60	94	164	141
NM_142255.3	29	17	145	135
NR_133406.1	0	0	1	0
NM_001275687.2	2	0	0	0
NM_142258.4	1	2	2	6
NM_079648.4	3	2	27	34
NM_079649.4	8	6	25	17
NM_169693.2	8	2	68	61
NR_074017.1	0	0	2	7
NM_001382083.1	0	0	1	0
NM_142261.3	0	0	4	0
NM_001275693.1	0	0	12	21
NM_080012.4	49	53	696	662
NR_125173.1	0	0	4	2
NM_142263.4	12	14	66	58
NM_001260202.1	0	0	1	0
NM_142264.3	0	2	30	15
NM_169703.1	0	4	9	7
NM_169701.3	59	74	237	255
NM_001202304.1	1	4	9	5
NM_001043251.2	0	0	2	2
NM_142265.3	1	2	0	0
NM_001300425.1	12	15	99	107
NM_001300424.1	0	0	2	0
NM_057361.4	0	2	0	0
NM_001316507.1	0	0	0	1
NM_001104342.4	2	0	29	19
NR_048408.1	0	2	1	4
NM_142269.3	1	0	0	3
NM_001316511.1	0	0	29	34
NM_001300432.1	0	0	3	0
NM_142271.3	225	188	62	52
NM_001300433.1	0	0	1	2
NM_080496.4	0	0	16	16
NR_125175.1	0	0	0	1
NR_125178.1	0	0	0	2
NM_080255.3	0	0	0	1
NM_169709.2	12	6	56	52
NM_080257.4	0	0	0	2
NM_079655.4	20	14	119	114
NM_142272.2	0	0	5	3
NM_142273.4	28	10	216	212
NM_001014628.3	0	2	5	1
NM_001260208.2	0	0	2	1
NM_001275696.1	10	10	60	97
NM_001382189.1	0	0	1	1
NM_080499.3	86	74	558	595
NM_142276.4	0	0	3	0
NM_001260210.2	23	31	183	171
NM_142277.3	4	11	60	56
NM_058097.6	74	70	210	259
NM_001300435.1	2	5	12	14
NM_001300436.1	0	0	0	1
NM_142283.4	20	24	120	138
NM_142284.4	0	0	2	1
NM_079656.4	2	4	22	28
NM_001275707.1	0	1	3	7
NM_001275708.1	0	0	0	2
NM_142290.3	24	24	222	232
NM_001144588.2	56	56	552	586
NR_133407.1	0	1	1	0
NM_001043255.2	0	0	2	1
NM_142295.4	4	5	24	29
NM_142296.3	48	52	242	232
NM_058114.4	0	0	0	2
NM_142303.4	0	0	0	1
NM_142304.2	22	18	132	135
NM_079657.4	18	2	6	0
NM_142305.2	6	2	0	0
NM_142306.4	0	0	1	6
NM_142308.2	24	35	163	151
NM_142309.2	176	180	505	423
NM_142310.2	32	38	433	428
NR_048409.1	0	1	0	0
NM_142311.4	26	93	68	54
NM_142312.2	0	0	2	0
NM_169724.2	0	0	1	1
NM_001275716.1	1	10	47	42
NM_142314.3	6	14	56	52
NM_169727.2	0	0	1	1
NM_142316.2	6	6	74	64
NM_142317.3	18	22	242	253
NM_080515.3	38	44	613	581
NM_169732.2	0	0	1	0
NR_125186.1	0	0	7	1
NM_080484.3	2	0	0	0
NR_125187.1	13	21	7	5
NR_125188.1	3	7	4	1
NM_001260216.2	2	9	12	20
NM_169733.5	0	1	2	7
NR_048415.2	0	0	0	1
NR_048422.1	0	1	0	1
NM_142320.2	0	0	0	2
NM_001316542.1	0	0	4	4
NM_206499.2	1	0	0	0
NM_142322.2	5	7	1	0
NM_001275722.1	0	1	0	2
NM_142324.2	2	1	2	0
NM_142325.3	39	65	307	292
NM_142326.3	23	39	265	264
NM_001275724.1	0	0	2	1
NM_142328.4	0	0	1	3
NM_142329.4	38	20	234	234
NM_142330.3	25	20	2	0
NM_142333.3	6	6	72	78
NM_142334.3	10	14	42	55
NM_001300440.1	13	8	74	117
NM_169740.2	0	0	17	15
NM_169742.3	34	53	486	494
NM_079658.4	12	22	88	94
NM_169744.3	2	0	2	2
NM_142338.3	1	0	8	6
NM_169745.3	0	0	10	10
NM_142339.3	58	54	226	202
NM_142340.4	10	12	336	399
NM_169746.3	21	71	77	71
NM_001144595.2	30	23	3	1
NM_001104347.2	0	0	3	2
NM_001300442.1	0	2	4	6
NM_001144596.3	0	0	0	4
NM_142346.3	0	0	4	0
NM_142347.3	0	0	0	2
NM_142349.3	0	0	0	2
NM_001275731.1	6	3	162	140
NM_142351.4	2	2	29	36
NM_142352.2	2	0	28	17
NM_001170164.2	0	2	0	0
NM_079660.4	0	0	0	3
NM_142359.3	2	8	36	38
NM_001260221.1	1	0	1	6
NR_125196.1	4	17	112	95
NM_142362.4	31	34	229	256
NM_001202313.1	29	24	0	0
NM_142364.3	6	0	0	0
NM_001038971.3	2	2	0	2
NM_001202314.2	22	63	0	2
NM_142370.2	14	8	2	0
NM_142374.3	0	1	9	2
NM_001275741.1	1	0	1	4
NM_001316506.1	1	1	0	0
NM_001275743.2	15	7	27	33
NM_079663.3	40	74	250	250
NM_079664.2	2	0	0	0
NM_079667.3	2	0	145	126
NM_001260225.1	0	0	4	1
NR_133413.1	0	0	0	2
NM_001300450.1	0	1	18	6
NM_001382125.1	0	0	6	9
NM_142386.4	53	54	596	554
NM_169768.2	6	5	4	4
NM_142388.3	0	0	1	0
NM_142389.3	4	16	113	98
NM_169772.3	2	6	23	8
NM_169773.3	14	6	72	57
NM_169774.3	18	28	94	77
NR_133414.1	0	2	13	4
NR_133415.1	2	8	48	42
NM_142391.5	0	0	0	2
NM_169777.2	0	1	0	0
NM_001300451.1	0	0	4	1
NM_142394.2	0	0	2	0
NM_142396.3	0	0	9	14
NM_001260229.2	0	0	0	2
NM_142399.3	39	62	388	402
NM_142401.3	9	14	80	93
NM_142402.3	0	4	40	19
NM_142404.4	4	30	200	186
NM_142405.3	32	64	953	918
NM_001260239.1	0	0	2	0
NM_142415.3	0	0	4	4
NM_142416.4	14	10	80	90
NM_142417.1	2	0	2	0
NM_169784.2	0	0	1	1
NM_079670.3	4	5	26	43
NM_001300455.1	0	0	8	4
NM_142419.2	0	0	0	2
NM_001300456.1	8	9	34	45
NM_079672.3	6	8	40	28
NM_001260250.1	0	4	11	7
NM_142428.3	112	102	386	378
NM_142429.3	25	44	184	148
NM_001275770.1	0	0	0	2
NM_142433.2	0	0	0	4
NM_142435.3	0	0	1	0
NM_142434.3	13	17	127	128
NM_142436.4	24	46	199	208
NM_142437.3	12	12	164	128
NM_142438.4	10	10	70	65
NM_142439.3	554	1282	676	735
NM_057678.5	2	6	34	30
NM_142440.3	5	18	69	67
NM_169798.3	1	3	19	12
NM_001316550.1	0	1	3	4
NM_142445.2	34	36	222	192
NM_206509.1	1	0	0	0
NM_001300457.1	51	63	284	319
NM_142446.4	2	0	5	10
NM_142447.3	0	0	0	2
NM_142448.4	14	14	288	248
NM_142449.2	2	2	36	48
NM_001275773.1	0	0	1	1
NM_001275774.1	0	0	1	0
NM_143794.3	12	14	233	278
NM_058008.4	50	88	454	470
NM_142451.3	6	14	184	138
NM_169805.4	0	0	1	1
NM_142456.4	0	0	2	0
NM_142459.4	10	14	78	92
NM_001300462.1	0	0	1	0
NM_169810.2	1	3	18	27
NM_142465.2	24	34	120	86
NM_001144603.2	1	0	12	17
NM_142466.3	18	42	108	128
NM_169811.3	0	0	0	1
NM_001275782.1	0	1	43	23
NM_142469.2	0	0	6	6
NM_079673.3	12	16	178	175
NM_206514.2	0	0	13	4
NM_169821.2	2	6	56	85
NM_169822.2	2	6	53	57
NM_142471.3	0	0	2	2
NM_001144607.2	0	0	0	1
NM_142478.3	2	3	77	63
NM_142476.2	8	18	4	2
NM_142477.3	0	4	0	0
NM_001300468.1	1	0	8	1
NM_058105.5	14	16	44	62
NM_142481.3	14	28	158	155
NM_142482.4	28	26	207	226
NM_169827.2	2	3	2	6
NM_169828.3	4	5	41	36
NR_125206.1	0	0	0	1
NM_142483.3	0	0	2	4
NM_169830.2	0	0	1	8
NM_142484.3	32	34	292	327
NM_142485.3	14	20	84	118
NM_169832.2	0	0	5	4
NM_057790.5	0	0	16	6
NM_057656.3	0	0	2	3
NM_142492.4	0	0	0	2
NM_142493.3	0	4	56	61
NM_169833.2	5	13	25	38
NM_142494.3	8	10	94	72
NM_080121.4	0	0	1	4
NM_001170180.1	2	1	4	7
NM_001170179.2	0	0	3	4
NM_001275787.1	0	0	1	0
NM_142502.1	0	0	2	2
NM_138767.3	0	0	5	4
NM_142503.5	70	82	116	120
NM_142504.4	90	108	569	538
NM_001275790.1	15	11	99	97
NM_001275789.1	2	3	27	34
NM_169841.2	1	1	3	2
NM_001275791.1	2	0	6	3
NM_001260256.1	0	0	12	4
NM_001275793.1	1	1	5	5
NM_079675.3	3	5	5	3
NM_142510.3	6	28	65	106
NM_001104364.2	0	0	7	3
NM_001300471.1	0	0	1	1
NM_142515.3	10	4	47	58
NM_142516.4	64	123	48	62
NM_142518.4	8	18	71	61
NM_142517.3	60	162	256	232
NM_079676.4	20	18	61	59
NM_142519.2	9	16	52	57
NM_142520.4	25	30	73	85
NM_142521.4	2	0	6	4
NM_001260262.2	4	0	7	4
NM_142523.4	4	4	28	34
NM_001300472.1	0	3	1	0
NM_142524.4	228	346	3064	2986
NM_142525.4	38	87	63	69
NM_142526.4	14	36	143	150
NM_142528.3	64	64	77	96
NM_142530.3	11	8	132	174
NM_169850.3	6	13	74	64
NM_079679.3	42	28	185	166
NM_142531.2	0	0	2	0
NM_142532.3	1	2	7	8
NM_001275795.1	0	0	1	0
NR_133419.1	0	0	2	3
NM_169852.2	10	6	2	8
NM_001275797.1	0	0	1	1
NM_142537.2	15	10	84	75
NR_048425.1	0	0	1	0
NM_057916.4	0	0	4	8
NM_169854.2	16	22	234	214
NM_142546.2	0	0	0	2
NM_169859.3	0	0	1	0
NM_001275801.1	0	0	1	3
NM_001275804.1	2	10	6	3
NM_001043256.2	0	0	4	0
NM_001043262.2	2	1	3	4
NM_142562.3	12	32	79	90
NM_001275806.1	2	0	2	2
NM_169864.2	0	0	3	0
NM_001275805.1	0	0	1	2
NM_169866.3	0	6	19	30
NM_169865.2	0	0	6	5
NM_001275807.1	3	0	0	2
NM_001043264.4	0	0	3	0
NM_001300478.1	5	8	8	3
NM_142564.4	6	10	91	90
NM_142565.4	26	58	174	168
NM_001104367.2	0	0	21	12
NM_142568.3	0	0	39	30
NM_169872.2	0	2	17	24
NM_001275809.1	0	0	8	9
NM_001144611.1	4	0	17	14
NM_001104369.2	65	95	966	888
NM_142578.4	6	12	62	73
NM_142579.4	2	1	5	1
NM_142580.3	0	0	2	0
NM_001275816.1	4	4	2	3
NM_142582.3	10	32	83	56
NM_142583.3	75	114	192	176
NM_206518.2	0	0	4	2
NM_079683.3	0	0	0	2
NM_001260269.2	0	0	2	1
NM_169880.2	2	4	25	11
NM_079684.4	8	2	130	123
NM_001300488.1	0	0	0	8
NM_001300486.1	0	0	1	0
NM_142590.2	0	1	0	0
NM_142592.2	4	4	16	20
NM_142593.2	2	2	0	0
NM_001275821.1	2	2	25	29
NM_057944.3	0	0	1	2
NM_057943.4	0	0	0	1
NM_142597.4	10	22	108	106
NM_001260271.1	46	88	134	144
NM_142600.3	0	2	20	16
NM_142601.2	54	36	313	312
NM_142602.3	2	2	12	18
NM_142603.3	0	4	16	14
NM_142604.2	2	8	54	42
NM_142605.4	17	25	109	125
NM_142606.4	3	8	57	36
NM_142607.2	0	1	2	0
NM_142608.4	6	6	74	74
NM_142610.3	788	1704	1744	1822
NM_001300491.1	0	0	1	0
NM_001275826.1	23	34	190	262
NM_001104373.2	0	0	5	5
NM_142619.3	0	1	0	2
NM_001202322.2	0	7	8	6
NM_169894.4	0	0	1	4
NM_001300493.1	2	0	0	1
NM_001300495.1	0	0	3	0
NM_142632.3	5	1	0	1
NM_176518.2	0	0	7	6
NM_001275828.1	14	17	137	145
NM_001275832.1	0	1	8	6
NM_001300501.1	0	0	3	1
NM_143971.2	2	0	2	2
NM_001275834.1	0	0	0	1
NM_142637.1	18	34	176	201
NM_169902.2	11	6	108	159
NM_169906.2	0	1	16	7
NM_142638.3	2	19	46	48
NM_079692.4	115	131	530	487
NM_142639.4	28	39	65	82
NM_001038973.2	0	0	7	4
NM_142640.4	320	367	2902	3006
NR_133425.1	0	0	0	2
NM_142641.3	56	66	336	370
NM_142644.2	2	0	6	12
NM_079694.3	0	0	0	2
NM_001275841.1	0	0	13	18
NM_001275843.1	0	0	1	2
NM_001043268.2	89	175	276	293
NM_143725.3	225	260	560	626
NR_048438.1	0	1	0	0
NM_169917.1	0	0	8	6
NM_142652.2	0	0	4	2
NM_169923.3	142	155	722	661
NM_206524.2	8	6	70	46
NM_142658.3	0	0	4	1
NM_001043269.3	25	41	108	54
NM_142659.2	25	13	227	257
NM_079697.3	859	1353	4258	4313
NR_003901.1	0	1	1	1
NM_142660.4	16	27	82	70
NM_142661.3	256	729	4725	4587
NR_074032.1	0	0	1	3
NR_074031.1	1	0	0	0
NM_169932.2	8	24	80	70
NM_001275857.1	0	0	0	2
NM_142663.4	4	0	158	172
NM_142664.2	0	0	4	4
NM_001300504.1	0	0	3	0
NM_142667.3	0	0	1	2
NM_080517.3	0	4	10	8
NM_001275860.1	22	21	57	65
NM_001104381.3	93	104	121	125
NM_001275861.1	16	28	129	122
NM_206526.3	8	8	11	19
NM_169939.2	3	5	8	7
NM_001300506.1	2	0	12	17
NM_142674.4	0	0	0	2
NM_143973.3	12	42	136	164
NM_001275864.1	0	0	1	0
NM_169942.4	0	0	0	1
NM_169943.2	0	0	112	92
NM_001300507.1	0	0	1	1
NM_142680.4	0	0	6	6
NM_001170197.1	0	0	3	5
NM_001260292.1	11	7	37	53
NM_206529.2	1	8	18	20
NM_057256.4	50	63	310	331
NM_206530.2	0	1	5	6
NM_001275867.1	0	0	1	1
NM_079703.3	26	36	153	140
NM_079704.1	0	0	2	2
NM_142681.3	0	0	8	20
NM_142682.2	38	30	1310	1284
NM_142683.3	32	92	248	233
NM_142684.3	36	28	167	146
NM_142685.3	13	30	123	165
NM_079705.3	101	147	286	240
NM_134310.3	3	3	9	19
NM_057631.6	10	4	166	151
NM_142686.3	8	25	74	72
NM_001260296.1	0	0	1	1
NM_142689.4	1	0	1	2
NM_142690.2	14	22	112	114
NM_142691.2	26	39	311	270
NM_169946.2	4	4	32	34
NM_080509.3	0	0	6	5
NM_169947.3	0	1	1	5
NM_142694.3	8	20	18	18
NM_142695.2	64	159	223	188
NM_001275874.1	0	0	6	3
NM_001104385.2	0	0	6	9
NM_001043273.3	0	0	2	0
NM_169950.3	1	0	22	20
NM_001043274.2	1	11	41	22
NM_142697.4	46	56	154	160
NM_142698.2	8	16	226	214
NM_142699.3	14	30	97	155
NM_001316498.1	0	0	0	2
NM_079707.4	0	0	58	68
NM_142702.2	0	0	4	6
NM_206533.2	2	2	9	8
NM_169953.3	142	173	1262	1236
NR_133428.2	0	0	3	0
NM_142704.3	70	62	231	230
NM_142706.4	293	513	2355	2412
NM_169954.2	0	1	4	3
NM_142707.3	1	1	1	1
NR_048444.1	0	0	2	0
NR_074035.1	1	2	22	15
NM_163881.2	0	0	9	0
NM_163877.2	0	0	6	4
NM_163878.2	0	0	2	5
NM_080197.3	2	0	20	16
NM_163879.2	2	8	4	9
NM_001104388.2	0	2	13	11
NM_163889.2	0	0	22	8
NM_163892.2	6	2	21	23
NM_169958.2	0	2	0	0
NM_079711.3	0	0	2	2
NM_001275877.1	1	1	2	4
NM_057525.3	4	6	6	6
NM_001014644.3	3	0	21	10
NM_001170205.2	0	2	1	4
NM_001170204.2	2	4	25	37
NM_001144623.2	0	0	1	0
NM_001144622.2	0	0	4	3
NM_079712.6	0	0	40	24
NM_001144621.3	0	0	26	29
NR_074039.1	0	0	12	15
NM_169962.3	0	0	5	3
NM_001300526.1	1	1	7	7
NM_079713.3	0	3	18	11
NR_048451.1	0	1	2	0
NR_133431.1	0	0	3	2
NR_133432.1	0	0	4	0
NM_142718.2	2	22	185	160
NM_142719.2	0	0	1	2
NM_080488.3	24	39	86	67
NM_169963.2	118	139	192	189
NM_001170207.1	0	0	2	0
NM_169964.3	0	0	4	4
NM_169966.2	0	0	14	28
NM_169967.3	0	0	40	68
NM_142726.2	0	0	4	0
NM_142727.1	0	0	7	8
NM_079715.3	2	0	32	35
NM_079719.3	38	20	295	322
NM_142730.3	20	21	114	146
NM_142732.3	0	0	1	0
NM_001144624.1	0	0	0	2
NM_142734.2	22	24	238	237
NM_142738.3	0	0	0	4
NM_142739.3	2	0	12	15
NM_142741.4	38	70	1679	1566
NM_142742.3	0	0	0	2
NM_142743.3	69	119	204	206
NM_079720.3	1	2	0	0
NM_142744.3	8	24	62	75
NM_142745.4	142	293	302	335
NM_169990.3	0	1	1	1
NM_142747.4	0	0	12	16
NM_169991.2	0	0	5	0
NM_142749.3	22	22	64	60
NM_001300530.1	2	0	9	7
NM_169992.3	1	4	22	21
NM_001032032.3	119	71	475	463
NM_001275893.1	0	0	0	1
NM_142750.2	0	0	3	2
NM_142751.2	0	0	10	12
NM_001275895.1	0	0	0	1
NM_001316505.1	0	0	0	2
NM_001382088.1	1	1	3	4
NM_001275896.1	0	2	13	9
NM_142763.3	0	0	2	0
NM_142764.3	603	90	220	202
NM_001300533.1	0	0	2	0
NM_170001.3	1	0	4	7
NM_206542.2	0	0	2	1
NM_170003.3	58	68	283	257
NM_170004.2	155	314	114	92
NM_142773.1	7	4	40	31
NM_142774.3	57	38	303	373
NM_001260309.2	2	6	15	21
NM_001275904.1	0	0	8	13
NM_142777.2	0	0	3	1
NM_176536.2	0	0	62	55
NM_170008.2	0	0	12	21
NM_142778.2	0	0	0	2
NM_142779.3	16	0	2	0
NM_142780.3	2	0	4	4
NM_142781.5	0	0	1	2
NM_170011.3	10	14	74	88
NM_170009.4	50	54	140	132
NM_142783.2	26	28	594	518
NM_001275906.1	5	14	74	82
NM_001300537.1	0	0	2	1
NM_142787.2	24	26	361	428
NM_001104400.2	0	1	11	4
NM_170013.3	7	12	86	87
NM_001104402.2	1	3	4	14
NM_142791.3	350	334	1575	1614
NM_142793.3	10	20	175	197
